vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id
440,Trailer,623,2020,"D-MAX FLATDECK",Silver,2022-01-29,109
441,Roadbike,550,2003,MAGNA,Silver,2022-03-10,102
442,Trailer,562,2000,KC846,Silver,2022-03-25,103
443,Trailer,623,1972,LOCAL,Blue,2021-12-07,108
444,Trailer,549,1992,"TANDEM TRAILER",White,2022-02-08,114
445,Trailer,623,2020,HOMEBUILT,Silver,2021-11-25,101
446,Trailer,623,2020,ELITE,Silver,2022-03-09,114
447,Roadbike,594,1997,VESPA,Grey,2022-03-10,102
448,"Boat Trailer",623,2020,CRUISER,Silver,2021-12-15,102
449,Trailer,572,2020,TRAILER,Silver,2021-11-30,114
450,Trailer,623,1982,"CUSTOMS BUIL",Orange,2022-01-28,101
451,Trailer,514,2020,8X5,Silver,2021-12-06,115
452,Trailer,514,2015,"8X4 TANDEM",Silver,2021-11-27,114
453,Roadbike,611,2004,SJ125,Red,2022-03-19,114
454,Moped,636,1999,JOG,Black,2022-03-28,107
455,"Trailer - Heavy",623,1998,"GT PRODUCTS",Grey,2021-11-15,102
456,Caravan,519,1977,"CI MUNRO",White,2022-03-21,102
457,Trailer,623,2020,TRAYLA,Silver,2021-11-25,104
458,"Boat Trailer",623,2020,"ASD JET SKI",Silver,2021-12-11,104
459,Roadbike,636,2001,XV250SL,Red,2021-11-15,102
460,Trailer,623,1999,LIGHT,Silver,2022-03-31,104
461,"Boat Trailer",623,2020,MAKZ,Silver,2022-01-18,109
462,Trailer,623,2020,"ENSOL TANKER",Silver,2022-03-03,109
463,Trailer,623,2021,HOMEMADE,Silver,2021-11-15,115
464,Trailer,549,2021,TRAILER,Black,2021-10-11,101
465,Trailer,623,2019,DOMESTIC,Grey,2022-02-23,103
466,Roadbike,505,2008,SXV,Black,2021-10-30,114
467,Roadbike,550,2009,CB,Silver,2022-02-06,114
468,"Trailer - Heavy",558,2017,STARCRAFT,White,2022-01-04,102
469,Trailer,623,2017,BES1500,Silver,2021-12-23,102
470,Trailer,623,2017,"PL27084 ACCESS",Silver,2021-11-11,102
471,Trailer,514,2017,"TRAILER 8X4",Silver,2022-01-18,103
472,Trailer,623,2017,"TRANSPORT MGE",Silver,2022-02-28,103
473,Trailer,623,2017,TUI,Silver,2021-12-31,107
474,Trailer,514,2017,8X4,Silver,2022-04-05,115
475,Trailer,549,1976,TRAILER,White,2021-11-21,104
476,Trailer,623,2017,"VULCAN C8X5T",Silver,2021-10-17,102
477,Trailer,623,2017,"TOP GEAR",Black,2021-10-27,102
478,Trailer,562,2017,K844T,Silver,2022-01-28,114
479,Trailer,623,2017,"EASY TILI",Silver,2022-02-18,103
480,"Boat Trailer",623,2017,HOMEBUILT,Silver,2022-03-20,114
481,Trailer,623,2008,BUNNINGS,Silver,2022-02-24,108
482,"Boat Trailer",636,2017,"RED RUNNER H/B",Silver,2022-01-20,102
483,Trailer,623,2017,"TRAILER PRO",Silver,2021-10-21,102
484,Trailer,623,2017,HOMEBUILT,Silver,2021-11-06,114
485,Trailer,562,2008,844X,Silver,2022-03-09,108
486,Trailer,623,2017,"IFOR WILLIAMS",Silver,2022-02-25,102
487,Trailer,623,2009,"DOMESTIC TRAILER",Silver,2021-10-09,103
488,Trailer,623,2020,TUFF,Silver,2021-12-06,104
489,"Boat Trailer",623,2020,WAVERUNNER,Grey,2021-10-24,114
490,Trailer,584,2008,TRAILER,Silver,2022-01-04,102
491,Roadbike,550,1985,CX,White,2022-02-16,102
492,Roadbike,611,2005,GN250,Blue,2022-01-28,102
493,"Boat Trailer",623,1990,"BOAT TRAILER",White,2022-01-18,102
494,Trailer,623,2021,BOX,White,2022-03-10,106
495,Trailer,623,2021,"CAR TRANSPORTER",Grey,2021-11-24,102
496,Moped,585,2005,"JET EURO X",Silver,2022-01-24,109
497,Trailer,623,2021,"ELITE 8X4",Silver,2021-12-03,114
498,Trailer,623,2021,ROADCHIEF,Silver,2022-01-28,102
499,Trailer,562,2021,KC95,Silver,2021-12-17,114
500,"Trailer - Heavy",623,2021,"BRENT SMITH TB1",Silver,2022-01-18,102
501,Trailer,623,2021,TRAYLA,Silver,2021-10-16,107
502,Trailer,538,2021,"BRENT SMITH TRAILERS",Silver,2022-02-04,102
503,"Boat Trailer",623,2021,"BOAT TRAILER",Silver,2021-11-19,104
504,Trailer,623,1968,HAYES,Grey,2022-01-28,114
505,Trailer,623,2021,"TUI TRAILERS",Grey,2022-02-21,102
506,Trailer,528,2021,FACTORYBUILT,Silver,2021-12-24,102
507,Trailer,549,1969,TRAILER,Blue,2022-02-23,103
508,Trailer,549,1997,"TRANSPORTE GT PRODCU",Silver,2022-02-14,104
509,Trailer,623,1967,HOMEMADE,Green,2021-12-09,115
510,Trailer,623,2021,HOMEBUILT,Grey,2021-12-22,107
511,Trailer,623,2021,"CAR TRANSPORT",Silver,2022-01-22,114
512,Trailer,623,2021,"CAR TRANSPORRT",Silver,2022-03-15,114
513,Trailer,623,2021,TRAYLA,Silver,2021-12-07,109
514,Trailer,623,1998,HOMEMADE,Green,2022-03-16,107
515,Trailer,549,2021,TRAILER,Black,2022-03-04,108
516,Trailer,572,2021,"DOMESTIC TRAILER",Silver,2021-11-15,115
517,Caravan,623,2021,TRANSPORTER,Silver,2022-02-23,106
518,Trailer,623,2021,"ROAD CHIEF",Silver,2021-12-13,104
519,Moped,550,2002,NVS,Blue,2022-01-23,109
520,Trailer,623,2021,HEAVEN171H,Silver,2021-11-15,108
521,Trailer,623,1976,LOCAL,Grey,2022-01-07,105
522,Caravan,571,1975,"CHEVRON 1500",White,2022-01-13,102
523,Trailer,623,2021,"CAR TRAILER",Silver,2021-12-29,102
524,Trailer,623,2021,"D-MAX FLATDECK",Silver,2021-12-09,102
525,Roadbike,561,2005,ZX,Silver,2021-12-09,103
526,Trailer,623,2021,DOMESTIC,Silver,2021-12-14,101
527,Trailer,623,2021,KING,Silver,2021-11-08,107
528,Roadbike,611,2002,GS,Black,2021-12-01,102
529,Moped,611,2000,"STREET MAGIC TR50 8",Green,2022-02-26,102
530,Roadbike,611,2002,SV650S,Red,2022-01-30,107
531,Trailer,623,2017,"OUTPOST 10X6",Silver,2022-02-14,102
532,Trailer,562,2017,"KC 126",Silver,2022-01-10,102
533,Trailer,622,2017,"COMPASS S74",Silver,2021-12-09,114
534,Trailer,623,2017,GOODS,Grey,2022-04-05,109
535,Trailer,623,1977,HOMEBUILT,White,2021-11-16,105
536,Trailer,623,2017,"M J TANDEM AXLE",Silver,2021-12-20,114
537,Trailer,623,2017,"TOTAL POWER",Silver,2021-11-15,114
538,Trailer,623,2017,TRAYLA,Silver,2021-11-21,106
539,"Boat Trailer",623,2000,"FRONT RUNNER",Silver,2021-12-15,103
540,Trailer,623,2017,HOMEBUILT,Silver,2022-04-05,108
541,Trailer,623,2017,UTBT,Silver,2022-03-13,103
542,Saloon,511,1963,S3,White,2022-04-05,109
543,Trailer,623,2017,"CAR DOLLY",Silver,2021-10-27,108
544,"Boat Trailer",623,2002,"JETSKI FACTORYBUILT",Silver,2022-03-14,114
545,Trailer,623,2017,COMPASS-KHSTTI,Silver,2022-02-09,109
546,Trailer,623,2017,COMPASS-KHSTTI,Silver,2021-11-12,103
547,Trailer,595,2017,"TRADE WELLSIDE",Silver,2022-03-18,102
548,Trailer,623,2018,DOMESTIC,Black,2022-01-16,102
549,Trailer,623,2021,TIPPER,Silver,2022-02-15,102
550,Roadbike,550,2007,SCV,Red,2022-03-03,109
551,Trailer,623,2021,7X4,Silver,2021-11-20,109
552,Trailer,595,2021,"BRAKED TANDEM 10X5",Silver,2021-11-08,102
553,Trailer,623,2000,"MANAWATU ENGINEERING",Grey,2022-03-30,114
554,Trailer,623,1996,HOMEMADE,Grey,2022-03-28,103
555,"Trailer - Heavy",623,2021,NYMIC,Grey,2021-10-29,102
556,Trailer,514,2021,"8X5 DIGGER TRANSPORT",Silver,2021-12-16,114
557,Trailer,549,2021,"LOG SPLITTER",Blue,2021-11-16,107
558,Trailer,623,2020,DOMESTIC,Grey,2022-02-27,102
559,Trailer,616,2021,"DOMESTIC TRAILER",Silver,2021-11-29,109
560,Trailer,623,2021,DOMESTIC,Grey,2022-01-03,101
561,"Boat Trailer",623,1985,BOAT,Silver,2021-12-21,104
562,Trailer,616,2021,"DOMESTIC TRAILER",Silver,2021-10-14,102
563,Trailer,623,2021,BETTER,Silver,2021-10-17,105
564,Trailer,623,2021,TUFF,Silver,2021-12-03,103
565,Moped,611,2006,SJ50QT,Blue,2022-01-31,116
566,Trailer,623,1998,"HELLMACK 12X6",Yellow,2022-02-07,114
567,"Trailer - Heavy",623,2021,"CT DIG25",Silver,2022-02-14,102
568,Trailer,538,2021,CUSTOM,White,2021-10-23,103
569,"Trailer - Heavy",623,2021,PRESCOTT,Silver,2021-10-30,104
570,Trailer,532,2021,TRAILER,Silver,2022-03-01,107
571,Trailer,623,2021,TRAYLA,Silver,2022-04-05,104
572,Trailer,616,2021,"DOMESTIC TRAILER",Silver,2021-11-09,104
573,"Boat Trailer",623,2021,DMW,Grey,2022-01-26,102
574,Trailer,538,2021,"CONCEPT TRAILERS",Silver,2022-02-22,106
575,Trailer,623,2019,DOMESTIC,Grey,2021-10-23,102
576,Caravan,612,2011,CARAVAN,White,2021-11-14,102
577,Trailer,623,2021,TANDEM,Silver,2022-02-24,102
578,Trailer,623,2021,JOBMATE,Silver,2022-02-15,107
579,Trailer,628,2021,"DOMESTIC TRAILER",Black,2022-01-24,102
580,Trailer,501,2021,HUMBAUR,Silver,2022-02-05,102
581,"Boat Trailer",623,2013,"JET SKI",Grey,2021-12-06,102
582,Moped,593,2009,"NAKED 50",Blue,2021-11-18,102
583,Caravan,519,2009,"COACHMAN AMARA 520",White,2022-02-22,114
584,Trailer,623,2021,ELITE,Silver,2022-02-28,114
585,"Trailer - Heavy",623,2021,"IFOR WILLIAMS",Silver,2022-02-20,101
586,Moped,585,2007,"VMOTO MILAN",Black,2022-02-21,102
587,Hatchback,587,2008,TIIDA,Red,2022-03-30,102
588,Trailer,623,2019,DOMESTIC,Grey,2021-10-19,102
589,Moped,585,2008,CICLONE,Red,2021-10-18,102
590,Trailer,623,1993,HOMEMADE,Grey,2022-01-20,114
591,Trailer,623,1985,LOCAL,White,2022-02-17,103
592,Trailer,623,2021,BST2021D,Silver,2021-10-24,102
593,"Trailer - Heavy",549,1987,ABEL,Yellow,2021-10-12,105
594,Roadbike,561,1996,VN,Black,2021-11-22,102
595,"Trailer - Heavy",623,2018,GT17023,Silver,2022-03-28,102
596,Trailer,616,2018,"DOMESTIC TRAILER",Silver,2022-03-21,105
597,Trailer,623,2018,HOMEMADE,Black,2021-11-08,101
598,Trailer,623,2015,DOLLY,Black,2022-01-19,103
599,"Boat Trailer",623,1976,"CRESTA CRAFT",Grey,2021-11-17,114
600,Trailer,623,2018,DOMESTIC,Silver,2022-02-24,101
601,"Boat Trailer",623,2018,JETSKI,Silver,2022-01-30,108
602,Trailer,514,2018,"8X4 TANDEM",Silver,2022-01-18,114
603,Trailer,562,2018,K64SA,Silver,2021-10-16,103
604,Trailer,623,2018,"DOMESTIC TRAILER",Grey,2021-10-25,102
605,Trailer,616,2018,"DOMESTIC TRAILER",Silver,2022-02-11,102
606,Trailer,623,2018,DOMESTIC,White,2021-12-12,102
607,"Trailer - Heavy",623,2018,PRESCOTT,Silver,2021-10-25,114
608,Trailer,623,2018,HOMEBUILT,Silver,2021-12-17,104
609,"Trailer - Heavy",623,2018,"GT DIGGER TRAILER",Silver,2021-11-24,102
610,Trailer,623,2018,TRAYLA,Silver,2021-11-15,109
611,Trailer,623,2018,"BRIAN JAMES A4",Silver,2022-01-18,102
612,Trailer,616,2018,"DOMESTIC TRAILER",Silver,2021-12-29,107
613,Trailer,623,2018,HOMEBUILT,Grey,2021-12-14,108
614,Trailer,514,2018,"8X4 TANDEM",Silver,2022-02-02,114
615,Trailer,549,2018,TRAILER8X4,Silver,2021-10-11,114
616,Trailer,623,2018,"ZANDER BUILT",Grey,2022-03-14,106
617,Caravan,538,1973,"CRESTA CRAFT XRP",White,2022-01-17,111
618,Trailer,623,2002,DOMESTIC,Silver,2021-10-22,111
619,Moped,585,2011,"ELITE STAR 50",Red,2022-03-18,114
620,Roadbike,625,2002,DAYTONA,Blue,2021-11-21,109
621,Roadbike,611,2007,DR-Z400,Yellow,2022-03-25,109
622,Moped,563,2012,F-ACT,White,2021-10-18,102
623,Moped,617,2015,ROMA,Red,2022-01-22,102
624,Roadbike,550,2015,CBR,White,2021-12-14,109
625,Roadbike,611,2009,GN125H,Red,2022-01-22,102
626,Moped,585,2010,SOLANA,Blue,2021-12-26,102
627,Moped,629,2011,LX,Silver,2022-04-02,102
628,Moped,585,2014,EURORIDER,Black,2021-12-25,102
629,Moped,611,2014,UZ,Black,2021-12-11,102
630,Roadbike,561,2014,KLX,Green,2021-10-18,109
631,Roadbike,550,2014,GLH,White,2022-03-14,102
632,Trailer,623,2003,PRESCOT,Silver,2021-10-19,104
633,"Boat Trailer",533,2003,SF535,Silver,2022-01-09,102
634,Trailer,562,2002,K745A,Silver,2021-11-07,103
635,Roadbike,611,2010,VL250,Black,2022-03-03,102
636,Roadbike,636,1993,XT,White,2022-02-13,101
637,Moped,585,2011,"ELITE STAR 50",White,2022-01-03,114
638,Roadbike,565,2004,EXC,Orange,2022-02-13,101
639,Moped,594,2013,ZIP,Black,2022-01-20,109
640,Roadbike,550,2013,WW,Black,2021-10-13,102
641,Roadbike,565,2013,390,White,2022-01-07,102
642,Moped,541,2014,CAPRI,Cream,2022-02-08,102
643,Moped,594,2014,ZIP,Black,2022-02-02,102
644,Roadbike,636,2014,YZF-R6Y,Blue,2021-12-22,114
645,Roadbike,636,2008,YZF-R6W,Blue,2022-01-11,102
646,Moped,538,2015,TAOTAO,Red,2021-11-17,114
647,"Trailer - Heavy",623,2003,"FACTORY BUILT",Silver,2021-10-13,114
648,Roadbike,545,2008,FXDC,Black,2022-04-05,102
649,Roadbike,545,2007,XL,Black,2022-03-23,109
650,Roadbike,594,2005,VESPA,Black,2021-12-08,111
651,Roadbike,550,2011,SCV,Red,2021-11-09,103
652,Roadbike,611,2011,GSR,Black,2022-03-18,102
653,Roadbike,565,2011,EXC,Orange,2022-01-07,102
654,Roadbike,554,2012,GV250,Black,2021-11-17,102
655,Moped,594,2012,ZIP,White,2022-02-06,102
656,Moped,632,2010,MOTORCYCLE,Black,2021-12-02,104
657,Roadbike,611,2006,VZ800,Black,2021-11-22,102
658,Roadbike,611,2007,VL800,Green,2022-01-30,102
659,Moped,593,2014,LIGERO,Red,2021-10-20,114
660,Roadbike,565,2014,390,Black,2021-12-30,103
661,Moped,617,2015,ROMA,Black,2022-01-19,102
662,Roadbike,631,2013,VEGAS,Black,2021-10-14,116
663,"Boat Trailer",623,2002,LOCAL,Silver,2022-03-30,103
664,Roadbike,550,2010,SCV,Red,2021-12-09,111
665,Moped,636,2011,MOTORCYCLE,Silver,2021-11-16,114
666,Moped,550,2011,TODAY,Yellow,2022-01-03,102
667,Roadbike,636,2013,YZF,Blue,2022-03-27,109
668,Moped,593,2013,PMX,Black,2022-01-04,101
669,Roadbike,553,2014,FE,White,2022-02-10,114
670,Roadbike,611,2008,GSX750F,Black,2022-03-14,101
671,Moped,538,2014,SHENKE,Black,2021-11-16,114
672,Moped,585,2009,"ORION SCOOTER",Yellow,2022-01-10,109
673,Moped,594,2005,"VESPA ET2 50",Blue,2022-02-05,102
674,Moped,636,2011,CV50,Blue,2022-01-11,109
675,Roadbike,611,2013,GW250,Red,2022-01-27,102
676,Roadbike,505,2002,RSV,Grey,2022-03-04,115
677,Roadbike,550,2014,CBR,Black,2022-03-26,104
678,"All Terrain Vehicle",550,2014,"PIONEER 500",Red,2022-03-02,114
679,Moped,590,2015,THOR,Red,2021-11-27,109
680,Trailer,623,2002,"OLEARY 8 X 5",Green,2022-01-11,105
681,Trailer,514,2002,"8X4 TANDEM",Green,2022-02-23,114
682,Moped,585,2010,"VMOTO MILAN",Black,2021-12-18,102
683,Roadbike,563,2011,CRUISER,Silver,2021-11-27,103
684,Roadbike,505,2012,DORSODURO,Black,2022-01-22,102
685,Roadbike,594,2012,FLY,Black,2021-11-26,102
686,Roadbike,611,2012,GSX-R600,Black,2021-11-22,102
687,Roadbike,550,2013,CRF,Red,2021-11-13,109
688,Roadbike,552,2014,FE,Blue,2021-12-18,109
689,Roadbike,550,2013,NBC,Green,2021-10-17,105
690,Moped,617,2014,ROMA,Black,2022-03-14,104
691,Roadbike,550,2014,NSC,White,2022-01-17,102
692,Roadbike,545,2007,SOFTAIL,Black,2021-10-25,107
693,Moped,550,2006,ZOOMER,Blue,2022-02-27,102
694,Roadbike,550,2015,NSC,Silver,2021-12-15,102
695,Roadbike,550,1993,CB,White,2022-03-07,102
696,Moped,613,2011,DD50,Red,2022-04-03,107
697,Roadbike,611,2011,AN125,Black,2022-03-09,102
698,Moped,585,2011,"JM STAR SUNNY 50",Red,2021-11-12,114
699,Moped,636,2008,VINO,Black,2022-03-13,103
700,Roadbike,611,2001,DR,Blue,2021-12-06,109
701,Moped,636,2013,YW50,Black,2022-01-19,102
702,Tractor,621,2013,"VALTRA N92",Red,2021-11-04,101
703,Moped,550,1988,DJ1,White,2022-01-13,102
704,Roadbike,550,2014,GLH,Blue,2022-03-07,102
705,Moped,550,2007,"TODAY 50",Red,2021-10-19,104
706,Roadbike,561,2014,EX,White,2022-03-28,102
707,Moped,617,2014,GRIDO,Black,2022-01-25,103
708,Moped,617,2015,OTTO,Black,2022-03-14,102
709,Roadbike,515,2006,XB12R,Black,2022-02-20,102
710,Roadbike,611,2010,DR650SE,White,2022-03-24,102
711,Roadbike,550,2012,CT,Red,2022-02-01,103
712,Moped,594,2013,ZIP,Black,2022-03-27,109
713,Roadbike,629,2013,PX,Red,2021-10-09,102
714,Moped,611,2013,UZ,Silver,2022-04-01,114
715,Roadbike,636,2006,YZF-R6V,Red,2021-11-11,105
716,Roadbike,594,2014,VESPA,White,2022-01-31,102
717,Roadbike,554,2014,GV650,Black,2022-03-08,103
718,Roadbike,636,2014,XJ6,White,2022-03-19,102
719,Moped,593,2015,LIGERO,Black,2021-12-29,101
720,Utility,540,2001,COURIER,Blue,2022-03-06,115
721,Utility,540,2001,COURIER,Green,2021-12-07,111
722,Utility,587,2001,NAVARA,Silver,2021-12-21,102
723,Saloon,619,1991,CYNOS,Green,2022-02-17,102
724,Utility,587,2001,NAVARA,Blue,2021-12-27,103
725,Stationwagon,587,1992,AVENIR,Blue,2021-10-08,115
726,Utility,587,2001,NAVARA,Silver,2022-02-15,101
727,Saloon,540,2001,MONDEO,Gold,2021-12-03,116
728,Saloon,580,2000,LANCER,White,2021-12-29,103
729,Stationwagon,580,2001,PAJERO,Silver,2022-02-14,102
730,Saloon,548,2001,"VX COMMODORE",Red,2021-11-09,102
731,Stationwagon,610,1995,IMPREZA,Red,2022-01-19,102
732,Utility,540,2001,COURIER,White,2022-01-16,105
733,Saloon,587,1994,SUNNY,Blue,2022-04-01,109
734,Saloon,587,1991,PRIMERA,Black,2021-10-08,115
735,Stationwagon,619,2001,PREVIA,Silver,2021-10-21,102
736,Stationwagon,619,1996,HILUX,Blue,2021-12-21,104
737,Utility,619,2001,HILUX,Silver,2021-12-22,104
738,Stationwagon,540,1996,FREDA,Red,2022-03-15,102
739,Utility,576,2001,BOUNTY,White,2021-12-05,115
740,Saloon,587,1994,SKYLINE,Grey,2022-01-31,105
741,Utility,540,2001,COURIER,Blue,2022-01-25,102
742,Stationwagon,619,1994,EMINA,Green,2022-01-14,105
743,Saloon,619,1994,CERES,Silver,2021-11-26,114
744,Saloon,540,2001,FALCON,Gold,2021-12-19,104
745,"Other Truck",531,2001,DELTA,White,2021-10-17,102
746,Saloon,587,1993,SKYLINE,Black,2022-03-17,102
747,Utility,540,2001,COURIER,Blue,2022-03-24,109
748,Saloon,580,1996,LANCER,Red,2021-12-10,102
749,Saloon,580,1994,LANCER,White,2021-12-05,114
750,"Light Van",550,2001,CRV,Green,2021-11-01,109
751,Saloon,587,1992,PRIMERA,Grey,2021-12-02,114
752,Stationwagon,548,2001,ZAFIRA,Red,2021-11-16,102
753,Hatchback,576,2001,323,Blue,2021-12-06,102
754,Hatchback,550,2001,CIVIC,Red,2022-03-24,103
755,Stationwagon,619,1995,SCEPTER,Red,2022-03-20,114
756,Hatchback,619,2001,COROLLA,Red,2022-03-31,104
757,Saloon,587,1995,PULSAR,Blue,2022-03-23,106
758,"Other Truck",587,1996,CONDOR,White,2022-02-02,102
759,Utility,587,1998,NAVARA,White,2022-01-11,102
760,Saloon,548,2001,"VX COMMODORE",White,2022-03-16,115
761,Utility,548,2002,"VU UTILITY",Blue,2022-01-21,103
762,Saloon,587,1997,CEFIRO,Blue,2022-02-18,106
763,Stationwagon,548,2001,"VX COMMODORE",Blue,2021-12-27,103
764,Utility,580,2002,TRITON,Silver,2021-12-30,101
765,Utility,548,2001,"RODEO 4X2",White,2022-01-28,107
766,Utility,540,2001,COURIER,White,2022-02-05,102
767,Stationwagon,610,1994,IMPREZA,Silver,2022-03-31,102
768,Hatchback,540,2001,KA,Blue,2022-01-30,114
769,"Light Van",619,2002,HIACE,Green,2021-11-03,109
770,"Light Van",619,1996,HIACE,White,2021-11-04,104
771,Saloon,587,2002,PRIMERA,Green,2021-12-17,102
772,Saloon,548,2002,"VX COMMODORE",Silver,2021-11-02,101
773,Saloon,548,2002,"VX COMMODORE",Red,2021-12-28,106
774,Stationwagon,540,2002,ESCAPE,Red,2021-12-27,106
775,"Light Van",619,1996,HIACE,White,2022-03-11,114
776,Utility,580,2001,L200,Grey,2022-02-22,102
777,Saloon,540,2002,FALCON,Black,2022-03-21,114
778,Hatchback,619,2002,ECHO,Red,2021-10-18,102
779,Hatchback,619,2015,AQUA,White,2022-03-17,109
780,Stationwagon,556,1992,BIGHORN,Green,2022-02-23,102
781,Utility,540,2002,COURIER,Blue,2022-03-11,114
782,Stationwagon,587,1992,SAFARI,Gold,2022-01-20,102
783,"Light Van",555,2002,H100,White,2021-10-17,102
784,Utility,576,2002,BOUNTY,Red,2022-01-02,104
785,Utility,576,2002,BOUNTY,Red,2022-01-12,104
786,Stationwagon,540,2002,ESCAPE,Silver,2022-02-28,104
787,Saloon,587,1996,PULSAR,Grey,2021-11-25,105
788,"Light Van",619,2002,HIACE,White,2022-02-20,109
789,Stationwagon,610,2002,LEGACY,Blue,2022-01-22,115
790,Utility,540,2002,COURIER,Silver,2022-03-12,104
791,Utility,576,2002,BOUNTY,White,2021-12-29,106
792,Utility,540,2002,COURIER,Silver,2022-01-01,104
793,Stationwagon,580,1999,MIRAGE,Silver,2021-10-13,111
794,Utility,576,2002,BOUNTY,Red,2021-11-14,104
795,Utility,540,2002,COURIER,White,2021-11-16,104
796,Utility,576,2002,BOUNTY,Red,2021-11-22,104
797,Hatchback,633,2002,POLO,Blue,2022-01-08,102
798,Utility,587,1990,NAVARA,Green,2021-11-05,114
799,Saloon,587,1997,LAUREL,Grey,2022-02-28,102
800,Saloon,587,1995,CEFIRO,Brown,2022-04-03,105
801,Saloon,512,2000,318I,Silver,2022-03-25,105
802,Hatchback,550,1995,CIVIC,Blue,2021-10-10,105
803,Utility,540,2002,COURIER,White,2022-02-14,105
804,"Other Truck",576,1990,TITAN,White,2022-02-28,101
805,Utility,587,1995,DATSUN,White,2021-10-29,114
806,Saloon,587,1999,PULSAR,Silver,2022-03-15,103
807,Saloon,580,2002,DIAMANTE,Cream,2022-03-01,101
808,Utility,619,2002,HILUX,Red,2021-12-03,104
809,Stationwagon,610,1993,LEGACY,Red,2021-10-08,109
810,Stationwagon,619,1995,SURF,Red,2022-01-15,114
811,Saloon,548,2002,"VX COMMODORE",Silver,2021-12-09,101
812,Stationwagon,610,2002,OUTBACK,Blue,2021-12-04,101
813,Stationwagon,619,1996,LANDCRUISER,Blue,2021-11-05,114
814,"Sports Car",587,1992,SKYLINE,Grey,2022-01-23,102
815,Utility,540,2002,COURIER,White,2022-01-14,114
816,Stationwagon,587,1996,WINGROAD,Blue,2021-12-28,102
817,Stationwagon,619,1997,HILUX,Red,2021-11-17,109
818,Saloon,548,2002,"VX COMMODORE",White,2022-03-23,114
819,Saloon,540,1963,ANGLIA,Blue,2022-02-21,109
820,Saloon,580,2002,DIAMANTE,Silver,2022-04-02,102
821,Saloon,548,2002,"VX COMMODORE",Grey,2022-04-05,102
822,Utility,540,2002,COURIER,White,2022-03-19,106
823,Stationwagon,540,2002,EXPLORER,Grey,2022-02-23,102
824,Saloon,550,2003,CIVIC,Green,2022-03-30,102
825,Stationwagon,587,1989,SAFARI,Grey,2022-01-27,114
826,Stationwagon,577,2002,ML,Silver,2022-03-30,101
827,Utility,576,2002,BOUNTY,White,2021-10-11,104
828,"Flat Deck Truck",531,2002,DELTA,White,2022-02-01,102
829,Stationwagon,611,1991,ESCUDO,Blue,2021-12-14,114
830,Trailer,538,2003,"BRENT SMITH TRAILERS",Silver,2022-02-28,103
831,Roadbike,611,2007,GSF,Blue,2022-03-02,109
832,Moped,585,2015,ZNEN,Red,2022-02-10,102
833,Roadbike,550,2015,GLH,Red,2021-11-14,102
834,Roadbike,565,2015,200,White,2022-02-28,109
835,Roadbike,545,2014,VRSCDX,Red,2022-01-12,104
836,Moped,563,2008,"VENUS 50",Black,2022-02-06,114
837,Moped,611,2014,UZ,Yellow,2021-11-06,109
838,Roadbike,550,2017,CB,Yellow,2022-02-03,102
839,Moped,617,2017,ROMA,Blue,2021-11-13,114
840,Moped,611,2003,VERDE,Grey,2021-12-15,102
841,Roadbike,512,2017,G310,White,2021-10-07,102
842,Moped,617,2017,ROMA,Red,2022-03-21,114
843,Roadbike,553,2017,FE,White,2021-12-29,109
844,Tractor,560,2017,6140M,Green,2022-01-27,106
845,Roadbike,550,2017,GLC,Red,2022-04-04,103
846,Moped,594,2017,ZIP,White,2021-12-23,102
847,Moped,594,2018,ZIP,White,2021-12-18,111
848,Moped,538,2018,ARIIC,White,2021-12-12,114
849,Roadbike,611,2010,DL650,Black,2022-03-17,101
850,Roadbike,636,2018,YZF,Blue,2022-02-24,114
851,Moped,617,2018,ROMA,Black,2022-01-18,102
852,Moped,550,2005,TODAY,Silver,2022-01-30,103
853,Roadbike,565,2019,690,Orange,2021-12-16,102
854,Moped,541,2015,CICLONE,Red,2021-12-16,102
855,"All Terrain Vehicle",636,2014,YXM700DE,Blue,2022-03-22,101
856,Roadbike,636,2016,YZF,Red,2022-02-15,102
857,"All Terrain Vehicle",550,2011,TRX500FM,Red,2021-11-30,107
858,Roadbike,536,2003,ST4,Red,2021-11-19,101
859,Roadbike,545,2017,DYNA,Black,2022-01-13,104
860,Roadbike,601,2017,CLASSIC,Green,2022-01-07,109
861,Roadbike,611,2017,GN125H,Red,2022-04-01,102
862,Roadbike,636,2017,MT-07,Silver,2021-12-20,116
863,Moped,538,2018,ARIIC,Black,2022-03-02,114
864,Moped,502,2018,GTA-50,Black,2021-12-27,102
865,Roadbike,636,2018,YZF,White,2022-04-02,102
866,Moped,638,2018,ZN50QT-51A,Black,2022-02-25,101
867,Moped,617,2018,ROMA,Black,2021-11-05,102
868,Roadbike,545,2007,VRSCDX,Black,2022-04-02,102
869,Roadbike,636,2019,MT-03,Blue,2021-12-18,102
870,Roadbike,611,2019,UK,White,2022-02-16,109
871,Roadbike,545,2019,TOURING,Black,2022-01-01,104
872,Moped,617,2019,ROMA,Black,2021-11-28,102
873,Roadbike,545,2011,"NIGHT ROD",Black,2022-01-26,102
874,"Trailer - Heavy",608,2003,SBSK339C,Blue,2022-02-21,114
875,Roadbike,629,2015,SPRINT,White,2022-03-30,102
876,Roadbike,636,2016,YZF,Blue,2021-12-05,102
